query,intent
asking about water quality management of fish pond,15. Agrochemical
asking about application of zinc sulphate in paddy field,15. Agrochemical
control measures of rice stem borer,15. Agrochemical
control of weeds in sali paddy,15. Agrochemical
asking about treatment of whitish diarrhoea,15. Agrochemical
control of stem borer in ginger,15. Agrochemical
asking about the fertilizer dose of banana.,15. Agrochemical
control of stem borer in paddy,15. Agrochemical
fertilizer dose of coconut,15. Agrochemical
micronuitrient for rice,15. Agrochemical
query regarding control measures of termite in colocasia,15. Agrochemical
querry regarding varieties of mustard,15. Agrochemical
asking about the stem borer infestation in rice,15. Agrochemical
wanted to register his name in kcc,15. Agrochemical
control of aphids in marigold,15. Agrochemical
control of fruit borer in brinjal,15. Agrochemical
asked about agri query,15. Agrochemical
psuedostem borer,15. Agrochemical
querry regarding case worm in sali paddy,15. Agrochemical
control of stem borer in paddy,15. Agrochemical
micronutrient for carps,15. Agrochemical
querry regarding fertilizer dose of sali paddy,15. Agrochemical
control measure of deteriorated water quality,15. Agrochemical
control measure of deteriorated water quality,15. Agrochemical
asking for control of fruit fly,15. Agrochemical
querry regarding rotting in seedling stage,15. Agrochemical
asking about the leaf folder infestation in rice,15. Agrochemical
removal of unwanted snails from fish pond,15. Agrochemical
control of cut worm in knol khol,15. Agrochemical
fish death due to water toxicity,15. Agrochemical
asking about government schemes,15. Agrochemical
asking about animal nutrition,15. Agrochemical
micronuitrient for guava,15. Agrochemical
query regarding control eating caterpilar in paddy,15. Agrochemical
querry regarding blast in sali paddy,15. Agrochemical
querry  regarding stem borer in sali paddy,15. Agrochemical
leaf spot problem in betel vine,15. Agrochemical
want to know regarding blast of rice,15. Agrochemical
query regarding control measures of rice stem borrer,15. Agrochemical
asking about the stem borer infestation in rice,15. Agrochemical
asking for control of fruit fly in ash gourd,15. Agrochemical
want to know regarding rottin in arecanut,15. Agrochemical
asking about top dressing in saali rice,15. Agrochemical
hispa problem in rice,15. Agrochemical
damping off problem in knol-khol,15. Agrochemical
psuedostem borer,15. Agrochemical
asking for trainning on piggery,15. Agrochemical
query regarding control measures of rice stem borrer,15. Agrochemical
query regarding urea topdressing in paddy,15. Agrochemical
querry regarding fertilizer dose in sali paddy,15. Agrochemical
querry regarding fertilizer application in sali paddy,15. Agrochemical
querry regarding weed management in sali paddy,15. Agrochemical
querry regarding fertilizer dose of sali paddy,15. Agrochemical
insect attact,15. Agrochemical
premature fruit fall in coconut,15. Agrochemical
querry regarding thrips in sali paddy,15. Agrochemical
querry regarding stem borer in sali paddy,15. Agrochemical
want to know regarding rice pest,15. Agrochemical
asking about the rice hispa infestation in rice,15. Agrochemical
asking about the stem borer infestation in rice,15. Agrochemical
asking about the recommended fertilizer dose for cauliflower.,15. Agrochemical
asking about rice hispa,15. Agrochemical
querry regarding aphis malvae pest in papaya,15. Agrochemical
query regarding activation of sms advisory,15. Agrochemical
querry regarding damping off in cabbage,15. Agrochemical
asking about liming in pond,15. Agrochemical
want to know regarding bettle vine insect,15. Agrochemical
asking about the topdressing of urea,15. Agrochemical
asking about fertilzer use in pointed gourd,15. Agrochemical
asking about the army worm infestation in rice,15. Agrochemical
asking for control of fruit fly,15. Agrochemical
fertilizer dose of coconut,15. Agrochemical
asking about liming in pond,15. Agrochemical
control of stem borer in sugarcane,15. Agrochemical
red ants problem in sugarcane,15. Agrochemical
asking about the budding in litchi,15. Agrochemical
asking air layering time of litchi,15. Agrochemical
asking about liming in pond,15. Agrochemical
asking about the shoot borer infestation in brinjal,15. Agrochemical
want to know regarding rice hispa,15. Agrochemical
want to know regarding varieties of cabbage and cauliflower,15. Agrochemical
trunk borer problem in lemon,15. Agrochemical
asking about the army worm infestation in rice,15. Agrochemical
querry regarding thrips in sali paddy,15. Agrochemical
querry regarding thrips attack in sali paddy,15. Agrochemical
asking about the falling of arecanut,15. Agrochemical
querry regarding fruit fly in bottle gourd,15. Agrochemical
want to know regarding fertilizer application in banana,15. Agrochemical
want to know regarding coconut pest,15. Agrochemical
querry regarding termite in coconut,15. Agrochemical
want to know regarding pseudostem borer in banana,15. Agrochemical
want to know regarding coconut pest,15. Agrochemical
querry regarding varieties of mustard,15. Agrochemical
querry regarding varieties of green gram,15. Agrochemical
asking about the practices of brinjal,15. Agrochemical
asking about the epilachna beetle infestation in brinjal,15. Agrochemical
asking about the nutrient requirement of coconut,15. Agrochemical
querry regarding seed rate and fertilizer dose of coriander,15. Agrochemical
aphid problem in hibiscus,15. Agrochemical
asking about miconutrients in saali paddy,15. Agrochemical
querry regarding fertilizer application in sali paddy,15. Agrochemical
asking about the rispa infestation in rice,15. Agrochemical
asking about the topdressing in rice,15. Agrochemical
askink about the weed managment in radish,15. Agrochemical
asking about varieties of brinjal seeds,15. Agrochemical
asking for spacing of brinjal,15. Agrochemical
want to know regarding vitamin application in chilli and brinjal,15. Agrochemical
asking about the management of weed in radish field,15. Agrochemical
micronuitrient for orange,15. Agrochemical
asking about the weedicide application amount in banana,15. Agrochemical
querry regarding caterpillar infestation in mustard,15. Agrochemical
want to know regarding fertilizer application in coconut,15. Agrochemical
asking for control of rats,15. Agrochemical
query regarding surfacing of carps,15. Agrochemical
asking about the medicine for cow,15. Agrochemical
asking for control of rice stem borer,15. Agrochemical
querry regarding vitamin application in radish,15. Agrochemical
asking about the seed rate of blackgram,15. Agrochemical
asking aboutb the vriety of cauliflower,15. Agrochemical
querry regarding wilting in brinjal,15. Agrochemical
querry regarding fertilizer dose of bottle gourd,15. Agrochemical
want to know regarding fertilizer application in arecanut,15. Agrochemical
asking about the fertilizer topdressing in rice,15. Agrochemical
want to know regarding pest attack in brinjal,15. Agrochemical
query regarding activation of sms advisory,15. Agrochemical
querry regarding worm infestation in banana,15. Agrochemical
asking about hispa in rice,15. Agrochemical
want to know regarding cotrol of rice hispa,15. Agrochemical
asking about the nutrient requirement of potato,15. Agrochemical
want to know regarding rice hispa,15. Agrochemical
query regarding control of ant in soil,15. Agrochemical
asking about the stem borer infestation in rice,15. Agrochemical
want to know regarding varieties name of brinjal,15. Agrochemical
want to know regarding seed problems in paddy,15. Agrochemical
want to know regarding wilting of marigold,15. Agrochemical
asking about hispa in rice,15. Agrochemical
asking about the medicine for cow,15. Agrochemical
fertilizer top dressing dose of rice,15. Agrochemical
control measures of fungicide application,15. Agrochemical
asking about the name of grass,15. Agrochemical
asking about fertilizers dose in mustard,15. Agrochemical
asking about top dressing in saali rice,15. Agrochemical
want to know regarding fertilizer application in coconut,15. Agrochemical
asking about the amount of urea to be top dressed after 30 days of transplanting.,15. Agrochemical
asking about the fertilizer requirement in radish,15. Agrochemical
termite infestation in betelvine,15. Agrochemical
control measures of termites,15. Agrochemical
asking about the varieties name of pea,15. Agrochemical
asking about liming in pond,15. Agrochemical
want to know regarding rice hispa attack,15. Agrochemical
quary on pest attack in arecanut,15. Agrochemical
querry regarding worm infesttation in banana,15. Agrochemical
asking about the control of rice hispa infestation,15. Agrochemical
want to know regarding pest attack in ridge gouge,15. Agrochemical
querry regarding damping off in cabbage seedling,15. Agrochemical
query regarding control measures of wilting in betel vine,15. Agrochemical
query regarding control measures of splitting of sugarcane,15. Agrochemical
asking about hispa in rice,15. Agrochemical
control of gandhi pest in paddy,15. Agrochemical
asking about varieties of potato seed,15. Agrochemical
